jurisdiccion,entidad,programa,actividad,credito_original,aumento,marcar_hijos_con_posible_reasignacion
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia de Máxima Instancia,Adecuación de los Ascensores del Palacio de Justicia de la Nación - Ciudad Autónoma de Buenos Aires,6195,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia de Máxima Instancia,Refacción Etapa III Patios Interiores del Palacio de Justicia de la Nación - Ciudad Autónoma de Buenos Aires,6195,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia de Máxima Instancia,Traslado del Servicio Jurídico Gratuito de la Universidad de Buenos Aires,13630008,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia de Máxima Instancia,Refacciones en el Palacio de Justicia de la Nación - Etapa II,215292,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia de Máxima Instancia,Adecuación Integral Edificio Villarino 2010,2633069,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia de Máxima Instancia,Ampliación Edificio Lavalle 1250 - Oficina de Violencia Doméstica,2406156,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia de Máxima Instancia,Adecuación y Refuncionalización Parcial de la Alcaldía - Palacio de Justicia,6195,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia de Máxima Instancia,Instalación de Ventilación de la Alcaidía del Palacio de Justicia de la Nación,6195,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia de Máxima Instancia,Provisión y Colocación de Carpinterías del Palacio de Justicia,898341,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia de Máxima Instancia,Reacondicionamiento Estructural de las Escaleras Interiores Nº 7 y Nº 9 - Palacio de Justicia,6195,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia de Máxima Instancia,Refacción de los Patios Interiores del Palacio - Patios 3 y 4,508802,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia de Máxima Instancia,Restauración de Pasillos 4º Piso Sector Sala de Acuerdos y Anexos del Palacio de Justicia,204450,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia de Máxima Instancia,Adecuación Integral para el Edificio Calle Rivadavia 737/767/771,1858637,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia de Máxima Instancia,Realización de Réplicas y Restauración de Artefactos de Iluminación del Palacio de Justicia,676138,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia de Máxima Instancia,"Construcción de Muros Cortafuego, Refuerzo Estructural y Obras Complementarias Inmueble Villarino 2010, Ciudad Autónoma de Bueno",6195,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia de Máxima Instancia,"Recambio Total de Cubierta, Zinguería y Aberturas Parciales Edificio Villarino N° 2010",2865399,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia de Máxima Instancia,"Refuerzo Estructural e Impermeabilización, parcial, de la Azotea del 7° Piso del Palacio (Sector Juzgado en lo Civil N° 11)",6195,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia de Máxima Instancia,Restauración de Portales y Puertas de Acceso al Palacio de Justicia y Obras Complementarias,6195,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia de Máxima Instancia,Restauración Integral de las Escaleras Interiores N° 8 y 10 y Obras Complementarias del Palacio de Justicia,3193758,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia de Casación,Fuero Penal,709979069,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia de Casación,Cambio de la Cañería Cloacal Troncal del Edificio - Edificio Av. Comodoro Py 2002 - CABA,1092731,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia de Casación,Fuero Criminal y Correccional,169201944,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia de Casación,Control y Asistencia de Ejecución Penal,119222024,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Ordinaria de la Ciudad Autónoma de Buenos Aires,Fuero Criminal y Correccional,1762471395,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Ordinaria de la Ciudad Autónoma de Buenos Aires,Fuero Civil,2377675295,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Ordinaria de la Ciudad Autónoma de Buenos Aires,Adecuación Funcional de Subsuelos - Cámara Nacional en lo Civil - Uruguay N° 714,1999638,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Ordinaria de la Ciudad Autónoma de Buenos Aires,Fuero Comercial,1214168776,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Ordinaria de la Ciudad Autónoma de Buenos Aires,Adecuación y Mantenimiento IPC de Ascensores -Edificio Marcelo T. de Alvear 1840 - CABA,6089880,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Ordinaria de la Ciudad Autónoma de Buenos Aires,Fuero del Trabajo,1724069867,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Ordinaria de la Ciudad Autónoma de Buenos Aires,Justicia Penal Oral Ordinaria,959359840,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,Fuero Criminal y Correccional Federal,2114032595,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,Fuero Civil y Comercial Federal,552076496,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,Fuero Contencioso Administrativo Federal,743025247,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,Fuero Federal de la Seguridad Social,739441892,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,Fuero Electoral,1666923175,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,Justicia Penal Oral Federal de la Ciudad Autónoma de Buenos Aires,401483473,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,Área Cámara de la Plata,899897957,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,"Reparación Integral de Cubiertas y Cerramientos - Secretaría Electoral de La Plata, Calle 10 Nº 1215, La Plata, Provincia de Bu",4351317,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,Área Cámara Mar del Plata,493368547,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,Área Cámara Bahía Blanca,325008736,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,Reacondicionamiento Tablero General de Electricidad C.F. Bahía Blanca - Mitre N° 60/62. Bahía Blanca - Buenos Aires,1198623,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,"Adecuación Instalación de Gas Natural, Calefacción e Instalación Termomecánica - CF y TOCF Bahía Blanca - Mitre N° 60/62 y Chicl",2265817,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,"Refacción Integral de Subsuelos y Fachadas del Inmueble - JF Santa Rosa Av. San Martín 153, Santa Rosa, Provincia de La Pampa",1934828,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,Área Cámara Mendoza,727731068,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,"Reparación de Cubiertas y Renovación Instalación Eléctrica. JF N°2 de San Juan- Entre Ríos Sur 282, San Juan, Provincia de San J",3093262,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,Modernización y Mantenimiento IPC de Ascensores - CF de Apelaciones de Mendoza España Nº 483. Mendoza.,2962800,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,Área Cámara Rosario,787582624,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,"Restauración de Fachadas - Edificio Boulevard. Oroño 940, Rosario, Provincia de Santa Fe",14117417,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,Finalización de las Obras de Remodelación del Edificio - Instalación Eléctrica y Sanitaria -JF Rafaela 25 de Mayo Nº 104. Rafae,1525550,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,Área Cámara General Roca,505408772,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,Área Cámara Paraná,343799366,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,Remodelación de Edificio para Redistribución de los Tribunales Federales de Paraná,51942725,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,Área Cámara Posadas,368152348,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,Área Cámara Resistencia,434998924,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,"Construcción de Nuevo Edificio para la Centralización de la Justicia Federal, Etapa 2. - CF y JF N° 1 Resistencia - Hipólito Yri",40194363,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,Área Cámara de Córdoba,798434135,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,Trabajos en Explanada de Planta Baja e Impermeabilización de Patios Ingleses y Jardines. CF de Apelaciones de Córdoba -Concepció,4114533,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,Área Cámara San Martín,1165862992,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,Construcción de un Nuevo Edificio para la Instalación del Juzgado Federal. - JF Campana - San Martín Nº 117. Campana. Buenos Air,40341629,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,Área Cámara Tucumán,582323466,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,Área Cámara Salta,528082620,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,"Edificio España 394 - Adecuación de la Instalación Eléctrica y Provisión e Instalación de Equipos de Aire Acondicionado, Provinc",7690593,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,Área Cámara Comodoro Rivadavia,791151094,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,Adecuación Funcional del Edificio y Construcción de Nuevo Archivo. - JF Río Gallegos - Av. San Martín Nº 709. Río Gallegos. Sant,12906302,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,Área Cámara de Corrientes,332700859,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,Fuero Penal Económico,622343754,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,"Adecuación de los Núcleos Sanitarios Ala Retiro - Fuero Penal Económico - Av. de los Inmigrantes N° 1950, Ciudad Autónoma de Bue",20014182,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Justicia Federal,Adecuación y Mantenimiento Integral de Ascensores - Av. de los Inmigrantes 1950. C.A.B.A.,6943800,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Asistencia Social,Asistencia Social,388080821,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Atención de Pasividades,Atención de Pasividades,205000000,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Interceptación y Captación de las Comunicaciones,Interceptación y Captación de las Comunicaciones,758221245,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Interceptación y Captación de las Comunicaciones,"Adecuación Integral, Normalización y Mantenimiento de Dos Ascensores del Edificio Avenida de los Incas N° 3834",99127,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Interceptación y Captación de las Comunicaciones,Renovación Sistema de Climatización Edificio Avenida de los Incas N° 3834 - CABA,805409,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Interceptación y Captación de las Comunicaciones,Reciclado General de Sanitarios Avenida de los Incas N° 3834 - CABA,867364,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Interceptación y Captación de las Comunicaciones,Renovación Solados Edificio Avenida de los Incas N° 3834 - CABA,74345,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Interceptación y Captación de las Comunicaciones,Adecuación Integral Inmueble a Adquirir,7084196,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Interceptación y Captación de las Comunicaciones,Instalación Nuevo Centro de Cómputos,8680952,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Interceptación y Captación de las Comunicaciones,Instalación y Puesta en marcha equipos de refrigeración Data Center,90453,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Interceptación y Captación de las Comunicaciones,"Remodelación, Redistribución y Normalización Sala de Locutorios",464659,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Interceptación y Captación de las Comunicaciones,Impermeabilización de la Azotea Edificio Incas 3834,40673,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Interceptación y Captación de las Comunicaciones,Actualización y Puesta en Funcionamiento de Sistema de Detección de Incendios,148690,,
Poder Judicial de la Nación,Poder Judicial de la Nación,Interceptación y Captación de las Comunicaciones,Puesta en Valor Sala de Telecomunicaciones,539748,,
Ministerio Público,Ministerio Público,Ejercicio de la Acción Pública y Defensa de la Legalidad,Procuración General,10684274896,,
Ministerio Público,Ministerio Público,Ejercicio de la Acción Pública y Defensa de la Legalidad,Puesta en Valor y Ampliación de la Infraestructura Edilicia del Ministerio Público Fiscal,600000,,
Ministerio Público,Ministerio Público,"Representación, Defensa y Curatela Pública Oficial","Representación, Defensa y Curatela Pública Oficial",5508342661,,
Ministerio Público,Ministerio Público,"Representación, Defensa y Curatela Pública Oficial",Acciones de la Escuela de Servicios de Justicia,3118022,,
Ministerio Público,Ministerio Público,"Representación, Defensa y Curatela Pública Oficial",Remodelación y Puesta en Funcionamiento de la Defensoría de Tartagal,3034674,,
Ministerio Público,Ministerio Público,"Representación, Defensa y Curatela Pública Oficial",Remodelación y Puesta en Funcionamiento de la Defensoría de Formosa,5057799,,
Ministerio Público,Ministerio Público,"Representación, Defensa y Curatela Pública Oficial",Remodelación y Puesta en Funcionamiento de la Defensoría de General Roca,9441224,,
Ministerio Público,Ministerio Público,"Representación, Defensa y Curatela Pública Oficial",Remodelación y Puesta en Funcionamiento de la Defensoría de Paso de los Libres,3034679,,
Ministerio Público,Ministerio Público,"Representación, Defensa y Curatela Pública Oficial",Remodelación y Puesta en Funcionamiento de la Defensoría de Mendoza,4214832,,
Ministerio Público,Ministerio Público,"Representación, Defensa y Curatela Pública Oficial",Remodelación y Puesta en Funcionamiento de la Defensoría de Paraná,5057799,,
Ministerio Público,Ministerio Público,"Representación, Defensa y Curatela Pública Oficial",Remodelación y Puesta en Funcionamiento de la Defensoría de La Rioja,10739393,,
Ministerio Público,Ministerio Público,"Representación, Defensa y Curatela Pública Oficial",Remodelación y Puesta en Funcionamiento de la Defensoría de Santa Fe,2023119,,
Ministerio Público,Ministerio Público,"Representación, Defensa y Curatela Pública Oficial",Ejercicio de la Curatela Pública Oficial,286630942,,
Ministerio Público,Ministerio Público,"Representación, Defensa y Curatela Pública Oficial",Ejercicio del Derecho a la Protección de la Salud Mental,95762790,,
Presidencia de la Nación,Administración de Parques Nacionales,Actividades Centrales,"Gestión, Manejo y Fiscalización de Áreas Naturales Protegida",829235018,,
Presidencia de la Nación,Administración de Parques Nacionales,Conservación y Administración de Áreas Naturales Protegidas,Manejo del Fuego,2008910,,
Presidencia de la Nación,Administración de Parques Nacionales,Conservación y Administración de Áreas Naturales Protegidas,Planificación y Formulación de Políticas de Conservación,33668762,,
Presidencia de la Nación,Administración de Parques Nacionales,Conservación y Administración de Áreas Naturales Protegidas,Gestión Operativa de Areas Naturales Protegidas,45481724,,
Presidencia de la Nación,Administración de Parques Nacionales,Conservación y Administración de Áreas Naturales Protegidas,Gestión Parque Nacional Iguazú,63254529,,
Presidencia de la Nación,Administración de Parques Nacionales,Conservación y Administración de Áreas Naturales Protegidas,Gestión Parque Nacional Lanín,104346388,,
Presidencia de la Nación,Administración de Parques Nacionales,Conservación y Administración de Áreas Naturales Protegidas,Gestión Parque Nacional Nahuel Huapi y Parque Nacional Los Arrayanes,115591259,,
Presidencia de la Nación,Administración de Parques Nacionales,Conservación y Administración de Áreas Naturales Protegidas,Gestión Parque Nacional Los Alerces,40285573,,
Presidencia de la Nación,Administración de Parques Nacionales,Conservación y Administración de Áreas Naturales Protegidas,Gestión Parque Nacional Los Glaciares,72178598,,
Presidencia de la Nación,Administración de Parques Nacionales,Conservación y Administración de Áreas Naturales Protegidas,Gestión Parque Nacional Tierra del Fuego,25767971,,
Presidencia de la Nación,Administración de Parques Nacionales,Conservación y Administración de Áreas Naturales Protegidas,Gestión Parque Nacional Lago Puelo,28112065,,
Presidencia de la Nación,Administración de Parques Nacionales,Conservación y Administración de Áreas Naturales Protegidas,Gestión Parque Nacional El Palmar,28285208,,
Presidencia de la Nación,Administración de Parques Nacionales,Conservación y Administración de Áreas Naturales Protegidas,Gestión Parque Nacional Chaco,19865074,,
Presidencia de la Nación,Administración de Parques Nacionales,Conservación y Administración de Áreas Naturales Protegidas,Gestión Parque Nacional Río Pilcomayo,24174276,,
Presidencia de la Nación,Administración de Parques Nacionales,Conservación y Administración de Áreas Naturales Protegidas,Gestión Parque Nacional Calilegua,23277839,,
Presidencia de la Nación,Administración de Parques Nacionales,Conservación y Administración de Áreas Naturales Protegidas,Gestión Parque Nacional Lihué Calel,12596265,,
Presidencia de la Nación,Administración de Parques Nacionales,Conservación y Administración de Áreas Naturales Protegidas,Gestión Parque Nacional Talampaya,18521849,,
Presidencia de la Nación,Administración de Parques Nacionales,Conservación y Administración de Áreas Naturales Protegidas,Gestión Parque Nacional Laguna Blanca,16314503,,
Presidencia de la Nación,Administración de Parques Nacionales,Conservación y Administración de Áreas Naturales Protegidas,Gestión Monumento Natural Bosques Petrificados,11764410,,
Presidencia de la Nación,Administración de Parques Nacionales,Conservación y Administración de Áreas Naturales Protegidas,Gestión Parque Nacional Perito Moreno,10467082,,
Presidencia de la Nación,Administración de Parques Nacionales,Conservación y Administración de Áreas Naturales Protegidas,Gestión Reserva Natural Estricta Otamendi,13334332,,
Presidencia de la Nación,Administración de Parques Nacionales,Conservación y Administración de Áreas Naturales Protegidas,Gestión Parque Nacional Pre-Delta,13484314,,
Presidencia de la Nación,Administración de Parques Nacionales,Conservación y Administración de Áreas Naturales Protegidas,Gestión Parque Nacional Sierra de las Quijadas,14780273,,
Presidencia de la Nación,Administración de Parques Nacionales,Conservación y Administración de Áreas Naturales Protegidas,Gestión Parque Nacional El Leoncito,13535421,,
Presidencia de la Nación,Administración de Parques Nacionales,Conservación y Administración de Áreas Naturales Protegidas,Gestión Parque Nacional San Guillermo,13017019,,
Presidencia de la Nación,Administración de Parques Nacionales,Conservación y Administración de Áreas Naturales Protegidas,Gestión Parque Nacional Quebrada del Condorito,14894822,,
Presidencia de la Nación,Administración de Parques Nacionales,Conservación y Administración de Áreas Naturales Protegidas,Gestión Parque Nacional Campo de los Alisos,12593036,,
Presidencia de la Nación,Administración de Parques Nacionales,Conservación y Administración de Áreas Naturales Protegidas,Gestión Parque Nacional Los Cardones,13483242,,
Presidencia de la Nación,Administración de Parques Nacionales,Conservación y Administración de Áreas Naturales Protegidas,Gestión Monumento Natural Laguna de los Pozuelos,8943651,,
Presidencia de la Nación,Administración de Parques Nacionales,Conservación y Administración de Áreas Naturales Protegidas,Gestión Parque Nacional Baritú,8506494,,
