jurisdiccion,entidad,programa,actividad,credito_original,aumento,marcar_hijos_con_posible_reasignacion
Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,"Actividad Común a los Programas 70, 71 y 72",Conducción de Contenidos Públicos,432647328,0,no
Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,"Actividad Común a los Programas 70, 71 y 72",Conducción de Medios Públicos,32075206,0,no
Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,"Actividad Común a los Programas 70, 71 y 72",Conducción Superior,80462870,0,no
Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,"Actividad Común a los Programas 70, 71 y 72",Construcción Oficinas - Edificio El Ladrillo,1000000,0,no
Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Actividades Centrales,Administración,1167464007,0,no
Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Actividades Centrales,Conducción y Control de la Administración General del País,29922039,0,no
Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Actividades Centrales,"Gestión Legislativa, Institucional y Enlace Parlamentario",13537929,0,no
Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Actividades Centrales,Gestión Presupuestaria y Evaluación de la Calidad del Gasto,7376067,0,no
Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,"Argentina 2030-""Pensando en Nuestro Futuro""",Conducción y Administración del Programa Argentina 2030,532000,0,no
Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,"Argentina 2030-""Pensando en Nuestro Futuro""",Generación de Espacios de Discución en el Programa Argentina 2030,2010000,0,no
Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,"Argentina 2030-""Pensando en Nuestro Futuro""",Investigación y Estudios para el Programa Argentina 2030,1600000,0,no
Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Conservacion y Promoción del Área Marina Protegida Namuncurá-Banco Burdwood-Programa Namuncurá,Conservacion y Promoción del Área Marina Protegida Namuncurá-Banco Burdwood-Programa Namuncurá,67285983,0,no
Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Coordinación de Proyectos Sociocomunitarios,Acciones Referidas al Programa El Estado en tu Barrio,110000000,0,no
Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Erogaciones Figurativas a Agencia de Administración de Bienes del Estado,Erogaciones Figurativas a Agencia de Administración de Bienes del Estado,467347123,0,no
Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Formulación de Iniciativas para la Implementación de Contenidos en Parques Temáticos,"Acciones para el Fort. y Gen. Cont. Parque Tem. e Int. - Tec.s del Bice"" Federal",97114373,0,no
Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Formulación de Iniciativas para la Implementación de Contenidos en Parques Temáticos,"Acciones para el Fort. y Gen. Cont. Parque Tem. e Int. -Tec.s del Bice""",281954222,0,no
Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Formulación de Iniciativas para la Implementación de Contenidos en Parques Temáticos,Conducción y Administración,199204361,0,no
Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Formulación de Iniciativas para la Implementación de Contenidos en Parques Temáticos,Instalación de Sistema de Incendio Microestadio en Tecnópolis,2002389,0,no
Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Formulación de Iniciativas para la Implementación de Contenidos en Parques Temáticos,Puesta en Valor Estructuras Varias del Predio Ferial,27175279,0,no
Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Formulación de Iniciativas para la Implementación de Contenidos en Parques Temáticos,Reforma y Acondicionamiento de accesibilidad Rampas de Acceso a Edificios Tecnópolis,4189570,0,no
Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Formulación de Iniciativas para la Implementación de Contenidos en Parques Temáticos,Reforma y Acondicionamiento de Techo y Zinguería Predio Ferial Tecnópolis,10011945,0,no
Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Formulación de Iniciativas para la Implementación de Contenidos en Parques Temáticos,Reforma y Acondicionamiento de Techos y Zinguerías Galpones Varios de Tecnópolis,2152568,0,no
Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Formulación de Iniciativas para la Implementación de Expresiones Federales,Acciones para el Fortalecimiento de Vínculos Federales para la Generación de Contenidos,40205110,0,no
Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Formulación de Iniciativas para la Implementación de Expresiones Federales,Acondicionamiento de la Instalación Eléctrica General CCK,10298001,0,no
Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Formulación de Iniciativas para la Implementación de Expresiones Federales,Administración Gestión y Mantenimiento del Centro Cultural del Bicentenario Presidente Dr. Nestor Carlos Kirchner,204137982,0,no
Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Formulación de Iniciativas para la Implementación de Expresiones Federales,Conducción y Administración,131172381,0,no
Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Formulación de Iniciativas para la Implementación de Expresiones Federales,Generación de Contenidos artisticos del Centro Cultural del Bicentenario Presidente Dr. Nestor Carlos Kirchner,67801678,0,no
Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Formulación de Iniciativas para la Implementación de Expresiones Federales,Intervenciones Termo-mecánicas para el CCK,3146611,0,no
Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Formulación y Ejecución de Planes y Programas inherentes a Contenidos,"Acciones de Fomento, Formación y Capacitación de la Industria Audiovisual",145548778,0,no
Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Formulación y Ejecución de Planes y Programas inherentes a Contenidos,"Acciones destinadas a la Administración, Distribución y Control de Contenidos",101474925,0,no
Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Formulación y Ejecución de Planes y Programas inherentes a Contenidos,Conducción y Administración,158156771,0,no
Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Prensa y Difusión de Actos de Gobierno,Prensa y Difusión de Actos de Gobierno,2396750346,0,no
Ministerio de Agroindustria,Instituto Nacional de Investigación y Desarrollo Pesquero,Investigación y Desarrollo Pesquero,Acciones de Ampliación de la Flota Operativa,92720000,0,no
Ministerio de Agroindustria,Instituto Nacional de Investigación y Desarrollo Pesquero,Investigación y Desarrollo Pesquero,Armamento de Buques,39304065,0,no
Ministerio de Agroindustria,Instituto Nacional de Investigación y Desarrollo Pesquero,Investigación y Desarrollo Pesquero,Construcción de Subsedes del INIDEP (BID 3255/OC-AR),19691616,0,no
Ministerio de Agroindustria,Instituto Nacional de Investigación y Desarrollo Pesquero,Investigación y Desarrollo Pesquero,Construccion del Centro de Experimentacion y  Desarrollo de la Maricultura (CENIDMAR) (BID 3255/OC-AR),14261339,0,no
Ministerio de Agroindustria,Instituto Nacional de Investigación y Desarrollo Pesquero,Investigación y Desarrollo Pesquero,Desarrollo y Fomento de la Investigación en la Pesca,119687641,0,no
Ministerio de Agroindustria,Instituto Nacional de Investigación y Desarrollo Pesquero,Investigación y Desarrollo Pesquero,Dirección y Administración,91136203,0,no
Ministerio de Agroindustria,Instituto Nacional de Investigación y Desarrollo Pesquero,Investigación y Desarrollo Pesquero,"Pesquerías, Información, Operación, Tecnología y Control",34900056,0,no
Ministerio de Agroindustria,Instituto Nacional de Semillas,Promoción del Comercio y Producción de Semillas,Promoción del Comercio y Producción de Semillas,193504702,0,no
Ministerio de Agroindustria,Instituto Nacional de Tecnología Agropecuaria,Actividades Centrales,Ampliación Laboratorios y Construcciones Varias en Distintas Estaciones Experimentales Agropecuarias,12816951,0,no
Ministerio de Agroindustria,Instituto Nacional de Tecnología Agropecuaria,Actividades Centrales,Conducción y Administración,354532389,0,no
Ministerio de Agroindustria,Instituto Nacional de Tecnología Agropecuaria,Actividades Centrales,"Construcción Edificio Agronomía, Administración y Aulas en Estación Experimental Agropecuaria San Juan, Provincia de San Juan",18286686,0,no
Ministerio de Agroindustria,Instituto Nacional de Tecnología Agropecuaria,Actividades Centrales,Construcción Unidad Investigación Avícola y Agencias de Extensión Rural,43837604,0,no
Ministerio de Agroindustria,Instituto Nacional de Tecnología Agropecuaria,Actividades Centrales,Construcciones y Ampliaciones en Institutos de Castelar y Unidades del Interior del País (BID AR-L Nº 1064),56000000,0,no
Ministerio de Agroindustria,Instituto Nacional de Tecnología Agropecuaria,Actividades Centrales,Fortalecimiento del Sistema de Innovación Agropecuaria (BID Nº2412/OC-AR),15610563,0,no
Ministerio de Agroindustria,Instituto Nacional de Tecnología Agropecuaria,Actividades Centrales,Intereses Extrasector Público,974985,0,no
Ministerio de Agroindustria,Instituto Nacional de Tecnología Agropecuaria,Actividades Centrales,Intereses Intrasector Público,2010,0,no
Ministerio de Agroindustria,Instituto Nacional de Tecnología Agropecuaria,Actividades Centrales,Nuevo Instituto Investigación y Estación Experimental Agropecuaria para Chaco Semiárido,1000000,0,no
Ministerio de Agroindustria,Instituto Nacional de Tecnología Agropecuaria,Actividades Centrales,"Nuevos Institutos para la Pequeña Agricultura Familiar, Estación Experimental Agropecuaria Tilimuqui y Agencia Rural Victorica",1000000,0,no
Ministerio de Agroindustria,Instituto Nacional de Tecnología Agropecuaria,Fortalecimiento Estratégico y Articulación Institucional,Acciones para la Simplificación de la Normativa y la Digitalización de Trámites de Cadenas Agroindustriales,2000200,0,no
Ministerio de Agroindustria,Instituto Nacional de Tecnología Agropecuaria,Fortalecimiento Estratégico y Articulación Institucional,Gestión Estratégica de la Información y Comunicación,141651620,0,no
Ministerio de Agroindustria,Instituto Nacional de Tecnología Agropecuaria,Fortalecimiento Estratégico y Articulación Institucional,Gestión Estratégica del Relacionamiento Institucional,36594057,0,no
Ministerio de Agroindustria,Instituto Nacional de Tecnología Agropecuaria,Fortalecimiento Estratégico y Articulación Institucional,"Servicios Estratégicos de Agrometeorología, Climatología y Monitoreo Agrícola y de Gestión, Conservación y Preservación",19756242,0,no
Ministerio de Agroindustria,Instituto Nacional de Tecnología Agropecuaria,"Investigación Aplicada, Innovación, Transferencias de Tecnologías, Extension y Apoyo al Desarrollo Rural - AITTE","Construcción Depósito de Agroquímicos y Residuos Peligrosos en la EEA Pergamino, provincia de Buenos Aires",2187990,0,no
Ministerio de Agroindustria,Instituto Nacional de Tecnología Agropecuaria,"Investigación Aplicada, Innovación, Transferencias de Tecnologías, Extension y Apoyo al Desarrollo Rural - AITTE",Construcción Depósito de Agroquímicos y Residuos Peligrosos en la Estación Experimental Agropecuaria Área Metropolitana,1932690,0,no
Ministerio de Agroindustria,Instituto Nacional de Tecnología Agropecuaria,"Investigación Aplicada, Innovación, Transferencias de Tecnologías, Extension y Apoyo al Desarrollo Rural - AITTE","Construcción Depósito de Agroquímicos y Residuos Peligrosos en la Estación Experimental Agropecuaria Mendoza, Provincia",2333580,0,no
Ministerio de Agroindustria,Instituto Nacional de Tecnología Agropecuaria,"Investigación Aplicada, Innovación, Transferencias de Tecnologías, Extension y Apoyo al Desarrollo Rural - AITTE","Construcciones y Ampliaciones en las Provincias del Noroeste, Noreste Argentino y Litoral Mesopotámico",4562280,0,no
Ministerio de Agroindustria,Instituto Nacional de Tecnología Agropecuaria,"Investigación Aplicada, Innovación, Transferencias de Tecnologías, Extension y Apoyo al Desarrollo Rural - AITTE",Extensión y Apoyo al Desarrollo Rural,782317187,0,no
Ministerio de Agroindustria,Instituto Nacional de Tecnología Agropecuaria,"Investigación Aplicada, Innovación, Transferencias de Tecnologías, Extension y Apoyo al Desarrollo Rural - AITTE","Investigación Aplicada, Innovación y Transferencias de Tecnología  - AITT",2112090,0,no
Ministerio de Agroindustria,Instituto Nacional de Tecnología Agropecuaria,"Investigación Aplicada, Innovación, Transferencias de Tecnologías, Extension y Apoyo al Desarrollo Rural - AITTE","Investigación Aplicada, Innovación y Transferencias de Tecnologías - AITT",3528840605,0,no
Ministerio de Agroindustria,Instituto Nacional de Tecnología Agropecuaria,Investigación Fundamental e Innovaciones Tecnológicas - IFIT,"Construcción Depósito de Agroquímicos y Residuos Peligrosos en Centro de Investigaciones Agropecuarias, Castelar, Provin",1945800,0,no
Ministerio de Agroindustria,Instituto Nacional de Tecnología Agropecuaria,Investigación Fundamental e Innovaciones Tecnológicas - IFIT,Investigación Fundamental e Innovaciones Tecnológicas en Agricultura Familiar,55804100,0,no
Ministerio de Agroindustria,Instituto Nacional de Tecnología Agropecuaria,Investigación Fundamental e Innovaciones Tecnológicas - IFIT,Investigación Fundamental e Innovaciones Tecnológicas en Agroindustrias,187745643,0,no
Ministerio de Agroindustria,Instituto Nacional de Tecnología Agropecuaria,Investigación Fundamental e Innovaciones Tecnológicas - IFIT,Investigación Fundamental e Innovaciones Tecnológicas en Ciencias Agropecuarias y Veterinarias,723969333,0,no
Ministerio de Agroindustria,Instituto Nacional de Tecnología Agropecuaria,Investigación Fundamental e Innovaciones Tecnológicas - IFIT,"Investigación Fundamental e Innovaciones Tecnológicas en Estudios Políticos, Económicos y Sociales",42028385,0,no
Ministerio de Agroindustria,Instituto Nacional de Tecnología Agropecuaria,Investigación Fundamental e Innovaciones Tecnológicas - IFIT,Investigación Fundamental e Innovaciones Tecnológicas en Recursos Naturales,212789244,0,no
Ministerio de Agroindustria,Instituto Nacional de Vitivinicultura,Control de Genuinidad de la Producción Vitivinícola,Actualización y Modernización Técnico-Operativa del Instituto Nacional de Vitivinicultura (BID Nº 1956/OC-AR),4000000,0,no
Ministerio de Agroindustria,Instituto Nacional de Vitivinicultura,Control de Genuinidad de la Producción Vitivinícola,Fiscaliz.de Procesos y Prácticas Enológicas y de Alcoholes,302052243,0,no
Ministerio de Agroindustria,Instituto Nacional de Vitivinicultura,Control de Genuinidad de la Producción Vitivinícola,Mantenimiento y Remodelación Edilicio del Instituto Nacional de Vitivinicultura,5200000,0,no
Ministerio de Agroindustria,Instituto Nacional de Vitivinicultura,Control de Genuinidad de la Producción Vitivinícola,"Servicio de Conducción, Apoyo Administrativo y Auxiliares",98567515,0,no
Ministerio de Agroindustria,Instituto Nacional de Vitivinicultura,Control de Genuinidad de la Producción Vitivinícola,Sistema de Energía Renovable para Sede Central - Energía Solar - INV,1800000,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Actividades Centrales,Conducción y Dirección de la UCAR,35000000,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Actividades Centrales,Conducción y Dirección Superior,317619086,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Actividades Centrales,Coordinación de Servicios Técnicos y Administrativos,469189596,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Administración y Control Comercial Agropecuario,Administración y Control Comercial Agropecuario,137561254,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Erogaciones Figurativas al Instituto Nacional de Investigación y Desarrollo Pesquero,Erogaciones Figurativas al Instituto Nacional de Investigación y Desarrollo Pesquero,411600920,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Erogaciones Figurativas al Instituto Nacional de Tecnología Agropecuaria,Erogaciones Figurativas al Instituto Nacional de Tecnología Agropecuaria,531203743,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Erogaciones Figurativas al Instituto Nacional de Vitivinicultura,Erogaciones Figurativas al Instituto Nacional de Vitivinicultura,330719758,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas de Desarrollo de Mercados Agroindustriales,Conducción y Dirección Superior,52265168,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas de Desarrollo de Mercados Agroindustriales,Formulación de Políticas para el Desarrollo y la Apertura de los Mercados,60009071,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas de Desarrollo de Mercados Agroindustriales,Formulación de Políticas para la Gestión de Información Agroindustrial,23972264,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para el Aumento de la Producción y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Acciones de Compensación a los Productores de Soja,100000,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para el Aumento de la Producción y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Atención del Fondo Fiduciario Nacional de Agroindustria (FONDAGRO),100000,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para el Aumento de la Producción y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Conducción y Dirección Superior,230533854,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para el Aumento de la Producción y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Construcción de Centro de Capacitación,824,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para el Aumento de la Producción y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Construcción de Centros de Capacitación y Transferencia de Tecnología,74968298,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para el Aumento de la Producción y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Construcción de Invernadero en el Centro Nacional de Desarrollo Acuicola (BID 3255),1134143,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para el Aumento de la Producción y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Contrucción del Centro Piscícola Diamante en la Provincia de Entre Ríos (BID N° 3255/OC-AR),412415,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para el Aumento de la Producción y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Formulación de Políticas de Agricultura Extensiva e Intensiva,209526188,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para el Aumento de la Producción y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Formulación de Políticas de los Sectores Pesquero y Acuícola,293252090,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para el Aumento de la Producción y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Formulación de Políticas del Sector Lechero,46226821,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para el Aumento de la Producción y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Formulación de Políticas del Sector Pecuario,116689696,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para el Aumento de la Producción y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Implementación del Sistema de Transferencia de Tecnologia de Riego en Universidades Nacionales,6239285,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para el Aumento de la Producción y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Mejoramiento de viveros,14990229,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para el Aumento de la Producción y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Plan de Desarrollo Sustentable y Fomento de la Producción Algodonera (Ley Nº 26.060),160000000,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para el Aumento de la Producción y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Programa de Desarrollo Pesquero y Acuicultura Sustentable  - PRODESPA BID 3255,510000,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para el Aumento de la Producción y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Programa de Nuevas Areas de Riego con tecnología por Pivot- Programa Saudi de Exportación y de Seguridad Alimentaria,88012836,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para el Aumento de la Producción y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Programa Federal de Reconversión Productiva para la PYME Agropecuaria (Cambio Rural),40000000,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para el Aumento de la Producción y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Programa Para el Desarrollo de Nuevas Áreas de Riego CAF RIEGO I 8581,305122240,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para el Aumento de la Producción y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Programa para el Desarrollo de Nuevas Áreas de Riego CAF RIEGO II,30270162,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para el Aumento de la Producción y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Proyecto de Sustentabilidad y Competitividad Forestal - BID 2853-AR,102993264,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para el Aumento de la Producción y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Régimen para la Promoción de las Inversiones en Bosques Cultivados (Ley Nº 25.080),173851967,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para el Aumento de la Producción y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Régimen para la Recuperación de la Ganadería Ovina (Ley Nº 25.422),80000000,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para el Aumento de la Producción y Productividad en las Cadenas Agroindustriales en Forma Sostenible,"Régimen para la Recuperación, Fomento y Desarrollo de la Actividad Caprina (Ley Nº 26.141)",10000000,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para Incrementar el Agregado de Valor en las Cadenas Agroindustriales,Conducción y Dirección Superior,43204413,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para Incrementar el Agregado de Valor en las Cadenas Agroindustriales,Formulación de Políticas para el Desarrollo de la Bio-Industria,9809232,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para Incrementar el Agregado de Valor en las Cadenas Agroindustriales,Formulación de Políticas para el Desarrollo del Agregado de Valor en las Cadenas Agroalimentarias,78100095,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para Incrementar el Agregado de Valor en las Cadenas Agroindustriales,Formulación de Políticas para el Financiamiento de las Cadenas Agroindustriales,105000000,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para Incrementar el Agregado de Valor en las Cadenas Agroindustriales,Formulación de Políticas para la Sustentabilidad Ambiental,3488400,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para Incrementar el Agregado de Valor en las Cadenas Agroindustriales,Incremento de la Competitividad del Sector Azucarero en el NOA - PROICSA CAF 7790/92,165166035,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para Incrementar el Agregado de Valor en las Cadenas Agroindustriales,Servicio de Asistencia Integral para las PyMEs Agroalimentarias,44447597,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para la Agricultura Familiar,Conducción y Dirección Superior,72316704,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para la Agricultura Familiar,Formulación de Políticas para el Desarrollo de la Agricultura Familiar  y el Desarrollo Territorial,844793529,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para la Agricultura Familiar,Formulación de Políticas para la Formalización de la Agricultura Familiar,170000000,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para la Agricultura Familiar,Programa de Inserción Económica de los Pequeños Productores en las Cadenas de Valor del Norte Argentino - PRC,2062078,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para la Agricultura Familiar,Programa Nacional de Titulación y Arraigo Rural,51722845,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para la Agricultura Familiar,Proyecto de Desarrollo Rural Incluyente - PRODERI FIDA 848 - Fondo Fiduciario de España 4-AR,159300000,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para la Agricultura Familiar,Proyecto de Desarrollo Rural Incluyente - PRODERI FIDA 848 - Fondo Fiduciario de España 4-AR,126486531,0,no
Ministerio de Agroindustria,Ministerio de Agroindustria,Políticas para la Agricultura Familiar,Proyecto de Desarrollo Rural y Agricultura Familiar - PRODAF BID 2740,100000000,0,no
