jurisdiccion,entidad,programa,actividad,credito_original,aumento, marcar_hijos_con_posible_reasignacion 
Poder Legislativo Nacional,Poder Legislativo Nacional,26 - Protección de los Derechos del Interno Penitenciario,00 - Protección de los Derechos del Interno Penitenciario,,,
Poder Legislativo Nacional,Poder Legislativo Nacional,26 - Protección de los Derechos del Interno Penitenciario,01 - Protección de los Derechos del Interno Penitenciario,191668000,,
Poder Legislativo Nacional,Poder Legislativo Nacional,27 - Monitoreo e Implementacion del Nuevo Codigo Procesal Penal de la Nacion,"01 - Monitoreo e Implementacion del Nuevo Codigo Procesal Penal de la Nacion
",0,25000000, si 
Poder Legislativo Nacional,Poder Legislativo Nacional,30 - Fortalecimiento Institucional,01 - Fortalecimiento Institucional del Senado de la Nación (BID 1603 OC/AR),5317000,,
Poder Legislativo Nacional,Poder Legislativo Nacional,31 - Control Parlamentario de Seguimiento de Trámite Legislativo,01 - Control Parlamentario de Seguimiento de Trámite Legislativo,6700000,,
Poder Legislativo Nacional,Poder Legislativo Nacional,32 - Control Parlamentario de Los Fondos de la Seguridad Social,01 - Control Parlamentario de Los Fondos de la Seguridad Social,10722000,,
Poder Legislativo Nacional,Poder Legislativo Nacional,33 - Promoción y Seguimiento de la Comunicación Audiovisual,01 - Promoción y Seguimiento de la Comunicación Audiovisual,8000000,,
Poder Legislativo Nacional,Poder Legislativo Nacional,36 - Defensa del Público de Servicios de Comunicación Audiovisual,00 - Defensa del Público de Servicios de Comunicación Audiovisual,,,
Poder Legislativo Nacional,Poder Legislativo Nacional,36 - Defensa del Público de Servicios de Comunicación Audiovisual,01 - Defensa del Público de Servicios de Comunicación Audiovisual,101690000,,
Poder Legislativo Nacional,Auditoria General de la Nación,16 - Control Externo del Sector Público Nacional,00 - Control Externo del Sector Público Nacional,,,
Poder Legislativo Nacional,Auditoria General de la Nación,16 - Control Externo del Sector Público Nacional,01 - Control Externo de Gestión del Sector Público No Financiero,105647387,,
Poder Legislativo Nacional,Auditoria General de la Nación,16 - Control Externo del Sector Público Nacional,02 - Control Externo Entes Reguladores y Empresas Prestadoras de Servicios Públicos,78438040,,
Poder Legislativo Nacional,Auditoria General de la Nación,16 - Control Externo del Sector Público Nacional,03 - Control Externo del Sector Financiero y Recursos,80170002,,
Poder Legislativo Nacional,Auditoria General de la Nación,16 - Control Externo del Sector Público Nacional,04 - Control Externo de la Deuda Pública,106475706,,
Poder Legislativo Nacional,Auditoria General de la Nación,16 - Control Externo del Sector Público Nacional,05 - Apoyo Administrativo Logístico,150472785,,
Poder Legislativo Nacional,Auditoria General de la Nación,16 - Control Externo del Sector Público Nacional,06 - Dirección Superior,97995583,,
Poder Legislativo Nacional,Auditoria General de la Nación,16 - Control Externo del Sector Público Nacional,08 - Control Externo de la Cuenta de Inversión,88336560,,
Poder Legislativo Nacional,Auditoria General de la Nación,16 - Control Externo del Sector Público Nacional,09 - Planificación y Asistencia Legal y Técnica,125869932,,
Poder Legislativo Nacional,Auditoria General de la Nación,16 - Control Externo del Sector Público Nacional,12 - Control de Transferencias de Fondos Nacionales,68801728,,
Poder Legislativo Nacional,Auditoria General de la Nación,16 - Control Externo del Sector Público Nacional,13 - Control Externo Financiero del Sector Público No Financiero,92295277,,
Poder Legislativo Nacional,Auditoria General de la Nación,16 - Control Externo del Sector Público Nacional,"15 - Acciones de Capacitación, Formación y Entrenamiento Técnico-Profesional",551000,,
Poder Judicial de la Nación,Poder Judicial de la Nación,,,,10000000, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,01 - Actividades Centrales,01 - Gestión Financiera,2947059520,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,01 - Actividades Centrales,02 - Servicio de Apoyo Tecnológico y Estadístico,184819815,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,01 - Actividades Centrales,03 - Servicio de Infraestructura Judicial,141896897,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,01 - Actividades Centrales,04 - Gestión del Consejo de la Magistratura,187919066,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,01 - Actividades Centrales,05 - Jurado de Enjuiciamiento,16393337,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,01 - Actividades Centrales,06 - Administración de Recursos Humanos,40683195,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,01 - Actividades Centrales,00 - Cerrito 536 - Capital Federal Adecuación sector tecnología y núcleos sanitarios.,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,04 - Mandamientos y Notificaciones,01 - Mandamientos y Notificaciones,287324055,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,04 - Mandamientos y Notificaciones,00 - Ampliación y Remodelación de Sede Judicial,20000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,05 - Pericias Judiciales,01 - Pericias Judiciales,327556729,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,05 - Pericias Judiciales,"00 - Construcción Instituto Técnico Judicial ""Dra. Cecilia Grierson""",2999796,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,05 - Pericias Judiciales,00 - Refuncionalización y Readecuación Parcial de Locales de Lavalle 1429 y 1º piso de Junín 760,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,05 - Pericias Judiciales,00 - Ampliación Laboratorio Fotográfico Morgue Judicial - Junín 760,0,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,05 - Pericias Judiciales,00 - Adecuación de Espacios de Detenidos en Tránsito,20000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,06 - Biblioteca y Jurisprudencia,01 - Biblioteca y Jurisprudencia,112688790,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,07 - Archivo General,01 - Archivo General,153725097,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,07 - Archivo General,00 - Construcción Edificio Combate de los Pozos,1466113,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,08 - Administración General de la Corte Suprema de Justicia de la Nación,01 - Administración General de la Corte Suprema de Justicia de la Nación,643370560,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,21 - Justicia de Máxima Instancia,00 - Justicia de Máxima Instancia,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,21 - Justicia de Máxima Instancia,01 - Justicia de Máxima Instancia,573322387,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,21 - Justicia de Máxima Instancia,00 - Refacciones en el Palacio de Justicia de la Nación,40000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,21 - Justicia de Máxima Instancia,00 - Adecuación de los Ascensores del Palacio de Justicia de la Nación - Ciudad Autónoma de Buenos Aires,20000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,21 - Justicia de Máxima Instancia,00 - Refacción Etapa III Patios Interiores del Palacio de Justicia de la Nación - Ciudad Autónoma de Buenos Aires,20000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,21 - Justicia de Máxima Instancia,00 - Traslado del Servicio Jurídico Gratuito de la Universidad de Buenos Aires,3675075,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,21 - Justicia de Máxima Instancia,00 - Refacciones en el Palacio de Justicia de la Nación Etapa II,2717000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,21 - Justicia de Máxima Instancia,00 - Instalación Sistema de Detección de Incendios y Cámaras de Seguridad en el Palacio de Justicia de la Nación,20000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,21 - Justicia de Máxima Instancia,00 - Ampliación Edificio Lavalle 1250 - Oficina de Violencia Doméstica,590000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,21 - Justicia de Máxima Instancia,00 - Iluminación Exterior Ornamental del Palacio de Justicia - Etapa II,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,21 - Justicia de Máxima Instancia,00 - Adecuación y Refuncionalización Parcial de la Alcaldía - Palacio de Justicia,20000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,21 - Justicia de Máxima Instancia,00 - Puesta en Valor de Patios de Acceso por Lavalle y Tucumán del Palacio de Justicia,20000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,21 - Justicia de Máxima Instancia,00 - Instalación de Ventilación de la Alcaidía del Palacio de Justicia de la Nación,20000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,21 - Justicia de Máxima Instancia,00 - Provisión y Colocación de Carpinterías del Palacio de Justicia,2028000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,21 - Justicia de Máxima Instancia,00 - Reacondicionamiento Estructural de las Escaleras Interiores Nº 7 y Nº 9 - Palacio de Justicia,2000000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,21 - Justicia de Máxima Instancia,00 - Refacción de los Patios Interiores del Palacio - Patios 3 y 4,890148,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,21 - Justicia de Máxima Instancia,00 - Restauración de Pararrayos Originales - Palacio de Justicia,950000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,21 - Justicia de Máxima Instancia,00 - Restauración de Pasillos 4º Piso Sector Sala de Acuerdos y Anexos del Palacio de Justicia,676000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,21 - Justicia de Máxima Instancia,00 - Reparación del Circuito de Calefacción Central del Palacio de Justicia,20000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,21 - Justicia de Máxima Instancia,00 - Adecuación Integral para el Edificio Calle Rivadavia 737/767/771,3820260,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,21 - Justicia de Máxima Instancia,00 - Realización de Réplicas y Restauración de Artefactos de Iluminación del Palacio,0,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,22 - Justicia de Casación,00 - Justicia de Casación,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,22 - Justicia de Casación,01 - Fuero Penal,295736063,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,22 - Justicia de Casación,"00 - Edificio Av. Comodoro Py 2002 - Capital Federal Restauración de fachadas, carpinterías y hall de acceso.",,,
Poder Judicial de la Nación,Poder Judicial de la Nación,22 - Justicia de Casación,00 - Edificio Av. Comodoro Py 2002 - Capital Federal Conformación de cajas de escaleras según Código de la Edificación. Renovación d,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,22 - Justicia de Casación,01 - Fuero Criminal y Correcional,49216749,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,22 - Justicia de Casación,01 - Fuero Contencioso Administrativo Federal,10000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,22 - Justicia de Casación,01 - Fuero del Trabajo y la Seguridad Social,10000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,22 - Justicia de Casación,01 - Fuero en lo Civil y Comercial,10000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,23 - Justicia Ordinaria de la Ciudad Autónoma de Buenos Aires,00 - Fuero Criminal y Correccional,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,23 - Justicia Ordinaria de la Ciudad Autónoma de Buenos Aires,01 - Fuero Criminal y Correccional,911675912,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,23 - Justicia Ordinaria de la Ciudad Autónoma de Buenos Aires,00 - Adecuación y Remodelación Sede Judicial - Edificio Antártida Argentina Av. de los Inmigrantes - Ciudad Autónoma de Buenos Aires,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,23 - Justicia Ordinaria de la Ciudad Autónoma de Buenos Aires,00 - Adecuación Planta Baja y Entrepiso - Edificio Viamonte 1147 - Ciudad Autónoma de Buenos Aires,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,23 - Justicia Ordinaria de la Ciudad Autónoma de Buenos Aires,00 - Fuero Civil,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,23 - Justicia Ordinaria de la Ciudad Autónoma de Buenos Aires,01 - Fuero Civil,1105368866,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,23 - Justicia Ordinaria de la Ciudad Autónoma de Buenos Aires,00 - Remodelación y Adecuación de Sede Judicial,10000000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,23 - Justicia Ordinaria de la Ciudad Autónoma de Buenos Aires,"00 - Edificio Lavalle 1220 - Capital Federal Adaptación medio de evacuación, escalera contra Incendios",,,
Poder Judicial de la Nación,Poder Judicial de la Nación,23 - Justicia Ordinaria de la Ciudad Autónoma de Buenos Aires,"00 - Edificio Talcahuano 490 - Capital Federal Remodelación Mesa de Entradas, baños y circulaciones.",,,
Poder Judicial de la Nación,Poder Judicial de la Nación,23 - Justicia Ordinaria de la Ciudad Autónoma de Buenos Aires,00 - Edificio Uruguay 714 - Capital Federal Adecuación de subsuelos.,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,23 - Justicia Ordinaria de la Ciudad Autónoma de Buenos Aires,"00 - Edificio Av. de los Inmigrantes 1950 - Capital Federal Adecuación de salas de audiencias de Juzgados Civiles, al proceso de ora",,,
Poder Judicial de la Nación,Poder Judicial de la Nación,23 - Justicia Ordinaria de la Ciudad Autónoma de Buenos Aires,00 - Edificio Av. de los Inmigrantes 1950 - Capital Federal Remodelación de Juzgados Civiles con proceso de oralidad,1606878,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,23 - Justicia Ordinaria de la Ciudad Autónoma de Buenos Aires,00 - Edificio Av. de los Inmigrantes 1950 - Capital Federal Remodelación de Juzgados Civiles,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,23 - Justicia Ordinaria de la Ciudad Autónoma de Buenos Aires,00 - Fuero Comercial,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,23 - Justicia Ordinaria de la Ciudad Autónoma de Buenos Aires,01 - Fuero Comercial,613274503,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,23 - Justicia Ordinaria de la Ciudad Autónoma de Buenos Aires,00 - Edificio Marcelo T. de Alvear 1840 - Capital Federal Restauración de fachadas y patios interiores. Instalación de equipos de ai,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,23 - Justicia Ordinaria de la Ciudad Autónoma de Buenos Aires,00 - Fuero del Trabajo,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,23 - Justicia Ordinaria de la Ciudad Autónoma de Buenos Aires,01 - Fuero del Trabajo,805925119,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,23 - Justicia Ordinaria de la Ciudad Autónoma de Buenos Aires,00 - Edificio Lavalle 1554 - Capital Federal Reparación de fachadas.,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,23 - Justicia Ordinaria de la Ciudad Autónoma de Buenos Aires,00 - Edificio Av. Pte. Roque Sáenz Peña 760 - Capital Federal Refacción locales sanitarios y construcción caja de escalera.,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,23 - Justicia Ordinaria de la Ciudad Autónoma de Buenos Aires,00 - Edificio Pte. Perón 990 - Capital Federal Renovación de fachadas y patios interiores.,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,23 - Justicia Ordinaria de la Ciudad Autónoma de Buenos Aires,00 - Justicia Penal Oral Ordinaria,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,23 - Justicia Ordinaria de la Ciudad Autónoma de Buenos Aires,01 - Justicia Penal Oral Ordinaria,495815931,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,23 - Justicia Ordinaria de la Ciudad Autónoma de Buenos Aires,01 - Fuero de las Relaciones de Consumo,53786299,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Fuero Criminal y Correccional Federal,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,01 - Fuero Criminal y Correccional Federal,411965140,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Fuero Civil y Comercial Federal,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,01 - Fuero Civil y Comercial Federal,226391419,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Fuero Contencioso Administrativo Federal,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,01 - Fuero Contencioso Administrativo Federal,332783945,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Edificio Paraguay Nº 923 - CABA Trabajos de adecuación Reparación de muros exteriores y carpinterías.,1000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Fuero Federal de la Seguridad Social,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,01 - Fuero Federal de la Seguridad Social,287125871,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Edificio Lavalle 1268 - Capital Federal Reparación de muros exteriores y carpinterías.,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Fuero Electoral,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,01 - Fuero Electoral,877604221,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Edificio 25 de Mayo 245 Capital Federal Renovación del núcleo sanitario de 1º subsuelo.,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Edificio 25 de Mayo 245 Capital Federal Renovación del núcleo sanitario de planta baja,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Justicia Penal Oral Federal de la Capital Federal,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,01 - Justicia Penal Oral Federal de la Capital Federal,128059073,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Área Cámara de la Plata,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,01 - Área Cámara de la Plata,364521688,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Adecuación y Ampliación Sede Judicial,100000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Adecuación Edificio Secretaría Electoral de La Plata,2796174,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Cámara Federal de La Plata - Prov. de Buenos Aires Restauración de fachadas.,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Reparación Integral de Cubiertas y Cerramientos en SE La Plata - Provincia de Buenos Aires,1000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Área Cámara Mar del Plata,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,01 - Área Cámara Mar del Plata,197530019,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Ampliación y Remodelación Edificio Juzgado Federal Azul Nº 1 y Nº2,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,"00 - Cámara Federal de Apelaciones y Juzg. Federales de Mar del Plata - Prov. de Buenos Aires Ampliación edificio existente, destina",,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Área Cámara Bahía Blanca,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,01 - Área Cámara Bahía Blanca,131098944,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Juzgado Federal de Santa Rosa - Prov. de La Pampa Ampliación y remodelación edificio sito en Av. Roca 153 para instalación del,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Área Cámara Mendoza,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,01 - Área Cámara Mendoza,277356667,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Remodelación y Adecuación de Sedes Judiciales,1000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Adecuación Edificio Juzgado Federal Villa Mercedes - San Luis,1800000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Juzgado Federal N°2 de San Juan - Prov. de San Juan. Adecuación integral del edificio,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Edificio Pedro Molina esq. y España - Prov. de Mendoza Renovación de baños,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Área Cámara Rosario,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,01 - Área Cámara Rosario,296658192,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Adecuación y Remodelación de Sedes Judiciales,2760784,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,"00 - Construcción Sede Judicial Edificio calle Junín, Caning, Humberto Primo y Esteban Echeverría, Rosario",,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Remodelación Edificio del Juzgado Federal de Rafaela - Provincia de Santa Fe,1000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,"00 - Juzgado Federal Nª1 - Santa Fe, Prov. de Santa Fe Distribución de inmuebles",,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Área Cámara General Roca,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,01 - Área Cámara General Roca,185609757,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Remodelación y Ampliación Sede Judicial,10000000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Tribunales Federales de Gral. Roca - Prov. de Río Negro Remodelación y ampliación del edificio.,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Área Cámara Paraná,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,01 - Área Cámara Paraná,127019637,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Remodelación de Edificio para Redistribución de los Tribunales Federales de Paraná,100000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Readecuación Edificio Calle 9 de Julio Nº 810 Juzgado Federal Nº 2 - Concepción del Uruguay,1000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,"00 - Juzgado Federal N° 1 y Tribunal Oral Criminal Federal de Concepción del Uruguay - Galarza 614, C. del Uruguay, Prov. de Entre R",,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Área Cámara Posadas,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,01 - Área Cámara Posadas,152629023,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Construcción Sede Judicial Nuevo Edificio para la Centralización de la Justicia Federal del Tribunal de Posadas,9802000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Área Cámara Resistencia,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,01 - Área Cámara Resistencia,154960215,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,"00 - Construcción Edificio Hipólito Irigoyen 83, Resistencia, Chaco",10000000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Área Cámara de Córdoba,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,01 - Área Cámara de Córdoba,361852557,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Adecuación Edificio Cámara Federal de Apelaciones Córdoba,100000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Área Cámara San Martín,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,01 - Área Cámara San Martín,548738932,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Remodelación y adecuación de Sedes Judiciales,10261377,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,"00 - Remodelación Archivo para Sede Juzgado.Edificio Abel Costa 422, Morón, Buenos Aires",,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Construcción de un Nuevo Edificio para Instalaciones del Juzgado Federal de Campana - Provincia de Buenos Aires,6000000,?, si 
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,"00 - Juzgado Federal de Mercedes - Prov. de Buenos Aires Refuerzo estructural, apertura de vanos en medianeras, Inst. eléctrica y ot",,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,00 - Área Cámara Tucumán,,,
Poder Judicial de la Nación,Poder Judicial de la Nación,24 - Justicia Federal,01 - Área Cámara Tucumán,226912067,?, si 
